"gid","SITE_CODE","SITE_NAME","Metro_ID","LAT","LON","date_time","sample_utc_offset","value","unit","parameter","method","mdl","pql","matrix","lab_batch","qualifier","dup"
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"105","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"0.071","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"19.860001","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"10.18","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"0.051","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"40","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"16.87","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"193","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"2.84","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"7.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"1.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-07-22 12:30:00",8,"15.35","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"1.8","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"8.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"14.46","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"35","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"0.044","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"2.49","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"11.49","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"180","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-06-15 12:30:00",8,"20.18","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"12.71","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"0.834","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"10.88","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"7.6","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"103","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"1.8","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"25","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"0.044","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-05-11 12:15:00",8,"77.760002","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,,"#cfu/100ml","Fecal Coliform","External_files",,5,"Water","See TC Env Health files","U  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"0.057","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"115","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"13.91","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"2.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"8.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"1.17","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"12.32","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-04-21 12:10:00",8,"57.259998","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"50","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"1.07","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"0.049","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"7.06","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"95","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"4.8","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"7.6","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"13.66","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-03-18 12:50:00",8,"77.400002","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"4.56","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"2.23","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"7.6","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"12.92","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"1.9","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"139","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"45","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"0.045","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-02-10 12:00:00",8,"33.990002","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"1.24","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"18","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"0.04","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"90","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"10.88","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-01-14 12:15:00",8,"7.07","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"7.6","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"15.44","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"192","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"-0.09","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"2.92","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"0.126","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"15","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"2.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-12-16 11:10:00",8,"5.08","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,,"#cfu/100ml","Fecal Coliform","External_files",,5,"Water","See TC Env Health files","U  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"172","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"0.137","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"1.7","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"8.46","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"2.91","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"12.74","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"7.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-11-19 13:00:00",8,"5.21","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"0.085","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"23","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"0.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"8","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"200","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"3.09","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"9.58","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-10-22 13:45:00",8,"10.73","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2008-09-24 15:30:00",8,"11.82","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
